record_id,source,family,mode,descriptor_signature,n,p,q,k,total_budget,stack_rank,target_rank,local_exact,shared_exact,context_gap,cid,rowspace_residual,collision_gap,collision_gap_mode,delta_free,delta_c,library_rank_gain,library_full_feasible,dfmi,idelb,cl,status_label,scope_note
deep_16,multicontext_witness,shared_exact,shared_exact,n5|k4|m2|r2|b8,5,2,,4,8,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_17,multicontext_witness,local_only,local_only,n6|k2|m2|r3|b4,6,2,,2,4,3,,1,0,1,5.4194666565,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_18,multicontext_witness,mixed_random,mixed_random,n6|k3|m2|r6|b6,6,2,,3,6,6,,0,0,0,5.5088920344,0.0,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_19,multicontext_witness,local_only,local_only,n6|k3|m2|r4|b6,6,2,,3,6,4,,1,0,1,2.9772452077,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_20,multicontext_witness,mixed_random,mixed_random,n6|k3|m2|r6|b6,6,2,,3,6,6,,0,0,0,5.1965622224,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_21,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,2.6542413765,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_22,multicontext_witness,local_only,local_only,n5|k3|m2|r4|b6,5,2,,3,6,4,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_23,multicontext_witness,shared_exact,shared_exact,n5|k5|m2|r2|b10,5,2,,5,10,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_24,multicontext_witness,mixed_random,mixed_random,n6|k3|m2|r6|b6,6,2,,3,6,6,,0,0,0,6.0293497681,0.0,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_25,multicontext_witness,shared_exact,shared_exact,n4|k5|m2|r2|b10,4,2,,5,10,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_26,multicontext_witness,shared_exact,shared_exact,n4|k2|m2|r2|b4,4,2,,2,4,2,,0,0,0,1.0613631079,1.0613631079,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_27,multicontext_witness,shared_exact,shared_exact,n4|k3|m2|r2|b6,4,2,,3,6,2,,0,0,0,2.4769399098,2.4769399098,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_28,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,6.4320197818,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_29,multicontext_witness,mixed_random,mixed_random,n5|k5|m2|r5|b10,5,2,,5,10,5,,0,0,0,4.093233721,0.0,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_30,multicontext_witness,drift_prone,drift_prone,n4|k5|m2|r4|b10,4,2,,5,10,4,,0,0,0,1.1114382592,0.0,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_31,multicontext_witness,drift_prone,drift_prone,n7|k4|m2|r5|b8,7,2,,4,8,5,,0,0,0,2.4866784445,1.658524718,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_32,multicontext_witness,local_only,local_only,n5|k3|m2|r4|b6,5,2,,3,6,4,,1,0,1,5.5424387642,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_33,multicontext_witness,drift_prone,drift_prone,n6|k2|m2|r3|b4,6,2,,2,4,3,,0,0,0,1.36217742,0.9802434743,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_34,multicontext_witness,shared_exact,shared_exact,n4|k3|m2|r2|b6,4,2,,3,6,2,,0,0,0,2.0554333367,2.0554333367,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_35,multicontext_witness,local_only,local_only,n7|k3|m2|r4|b6,7,2,,3,6,4,,1,0,1,4.6622695061,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_36,multicontext_witness,shared_exact,shared_exact,n6|k3|m2|r2|b6,6,2,,3,6,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_37,multicontext_witness,drift_prone,drift_prone,n4|k5|m2|r4|b10,4,2,,5,10,4,,0,0,0,3.9043746219,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_38,multicontext_witness,shared_exact,shared_exact,n7|k5|m2|r2|b10,7,2,,5,10,2,,0,0,0,4.484427694,4.484427694,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_39,multicontext_witness,shared_exact,shared_exact,n4|k4|m2|r2|b8,4,2,,4,8,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_40,multicontext_witness,redundant_measurement,redundant_measurement,n6|k5|m2|r1|b10,6,2,,5,10,1,,0,0,0,2.0670576365,2.0670576365,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_41,multicontext_witness,drift_prone,drift_prone,n6|k4|m2|r5|b8,6,2,,4,8,5,,0,0,0,0.1571312551,2.56008e-05,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_42,multicontext_witness,mixed_random,mixed_random,n6|k4|m2|r6|b8,6,2,,4,8,6,,0,0,0,6.9021442285,0.0,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_43,multicontext_witness,drift_prone,drift_prone,n7|k5|m2|r6|b10,7,2,,5,10,6,,0,0,0,1.4281317351,0.2142112374,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_44,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,0,1,1.6523175461,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_45,multicontext_witness,local_only,local_only,n6|k5|m2|r6|b10,6,2,,5,10,6,,1,0,1,5.2008527857,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_46,multicontext_witness,local_only,local_only,n6|k3|m2|r4|b6,6,2,,3,6,4,,1,0,1,3.441201095,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_47,multicontext_witness,drift_prone,drift_prone,n7|k4|m2|r5|b8,7,2,,4,8,5,,0,0,0,5.6572530619,3.0288900376,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_48,multicontext_witness,mixed_random,mixed_random,n7|k4|m2|r7|b8,7,2,,4,8,7,,0,0,0,5.1283822497,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_49,multicontext_witness,shared_exact,shared_exact,n7|k3|m2|r2|b6,7,2,,3,6,2,,0,0,0,3.8027337947,3.8027337947,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_50,multicontext_witness,shared_exact,shared_exact,n7|k3|m2|r2|b6,7,2,,3,6,2,,0,0,0,2.4004404882,2.4004404882,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_51,multicontext_witness,drift_prone,drift_prone,n4|k3|m2|r4|b6,4,2,,3,6,4,,0,0,0,1.1656485181,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_52,multicontext_witness,local_only,local_only,n6|k5|m2|r6|b10,6,2,,5,10,6,,1,0,1,7.7779953781,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_53,multicontext_witness,shared_exact,shared_exact,n5|k3|m2|r2|b6,5,2,,3,6,2,,0,0,0,3.6922574742,3.6922574742,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_54,multicontext_witness,drift_prone,drift_prone,n6|k4|m2|r5|b8,6,2,,4,8,5,,0,0,0,2.0893328294,0.1929700725,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_55,multicontext_witness,shared_exact,shared_exact,n4|k2|m2|r2|b4,4,2,,2,4,2,,0,0,0,2.3094010768,2.3094010768,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_56,multicontext_witness,redundant_measurement,redundant_measurement,n6|k2|m2|r1|b4,6,2,,2,4,1,,0,0,0,4.2220950909,4.2220950909,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_57,multicontext_witness,shared_exact,shared_exact,n4|k3|m2|r2|b6,4,2,,3,6,2,,0,0,0,1.5609000537,1.5609000537,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_58,multicontext_witness,mixed_random,mixed_random,n5|k3|m2|r5|b6,5,2,,3,6,5,,0,0,0,3.7193342253,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_59,multicontext_witness,drift_prone,drift_prone,n5|k4|m2|r5|b8,5,2,,4,8,5,,0,0,0,0.1349355819,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_60,multicontext_witness,shared_exact,shared_exact,n5|k4|m2|r2|b8,5,2,,4,8,2,,0,0,0,3.8445499429,3.8445499429,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_61,multicontext_witness,local_only,local_only,n7|k2|m2|r3|b4,7,2,,2,4,3,,1,0,1,3.7368796424,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_62,multicontext_witness,shared_exact,shared_exact,n4|k2|m2|r2|b4,4,2,,2,4,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_63,multicontext_witness,shared_exact,shared_exact,n6|k2|m2|r2|b4,6,2,,2,4,2,,0,0,0,1.8109924038,1.8109924038,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_64,multicontext_witness,local_only,local_only,n6|k5|m2|r6|b10,6,2,,5,10,6,,1,0,1,4.0927903306,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_65,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,0,1,5.596872582,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_66,multicontext_witness,redundant_measurement,redundant_measurement,n4|k5|m2|r1|b10,4,2,,5,10,1,,0,0,0,2.9519969028,2.9519969028,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_67,multicontext_witness,local_only,local_only,n4|k3|m2|r4|b6,4,2,,3,6,4,,1,0,1,2.5032141002,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_68,multicontext_witness,local_only,local_only,n4|k5|m2|r4|b10,4,2,,5,10,4,,1,0,1,2.6503968964,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_69,multicontext_witness,shared_exact,shared_exact,n5|k5|m2|r2|b10,5,2,,5,10,2,,0,0,0,5.1961524227,5.1961524227,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_70,multicontext_witness,redundant_measurement,redundant_measurement,n7|k5|m2|r1|b10,7,2,,5,10,1,,0,0,0,5.451081151,5.451081151,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_71,multicontext_witness,drift_prone,drift_prone,n5|k2|m2|r3|b4,5,2,,2,4,3,,0,0,0,0.0944361072,0.0389494566,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_72,multicontext_witness,redundant_measurement,redundant_measurement,n6|k3|m2|r1|b6,6,2,,3,6,1,,0,0,0,4.4221663871,4.4221663871,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_73,multicontext_witness,local_only,local_only,n7|k3|m2|r4|b6,7,2,,3,6,4,,1,0,1,4.9301044262,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_74,multicontext_witness,redundant_measurement,redundant_measurement,n4|k2|m2|r1|b4,4,2,,2,4,1,,0,0,0,3.6322924424,3.6322924424,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_75,multicontext_witness,local_only,local_only,n7|k3|m2|r4|b6,7,2,,3,6,4,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_76,multicontext_witness,shared_exact,shared_exact,n6|k2|m2|r2|b4,6,2,,2,4,2,,0,0,0,1.0492604075,1.0492604075,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_77,multicontext_witness,local_only,local_only,n5|k3|m2|r4|b6,5,2,,3,6,4,,1,0,1,4.367641149,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_78,multicontext_witness,shared_exact,shared_exact,n7|k5|m2|r2|b10,7,2,,5,10,2,,0,0,0,4.906129621,4.906129621,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_79,multicontext_witness,redundant_measurement,redundant_measurement,n7|k2|m2|r1|b4,7,2,,2,4,1,,0,0,0,4.3548003071,4.3548003071,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_80,multicontext_witness,drift_prone,drift_prone,n4|k4|m2|r4|b8,4,2,,4,8,4,,0,0,0,0.0973695963,0.0,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_81,multicontext_witness,shared_exact,shared_exact,n4|k5|m2|r2|b10,4,2,,5,10,2,,0,0,0,2.0006425703,2.0006425703,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_82,multicontext_witness,mixed_random,mixed_random,n5|k5|m2|r5|b10,5,2,,5,10,5,,0,0,0,5.7314717657,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_83,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,0,1,2.3999170216,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_84,multicontext_witness,redundant_measurement,redundant_measurement,n5|k2|m2|r1|b4,5,2,,2,4,1,,0,0,0,2.0,2.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_85,multicontext_witness,drift_prone,drift_prone,n7|k4|m2|r5|b8,7,2,,4,8,5,,0,0,0,0.2007025364,0.0131073687,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_86,multicontext_witness,redundant_measurement,redundant_measurement,n5|k4|m2|r1|b8,5,2,,4,8,1,,0,0,0,3.5496478699,3.5496478699,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_87,multicontext_witness,local_only,local_only,n5|k4|m2|r5|b8,5,2,,4,8,5,,1,0,1,4.4536960287,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_88,multicontext_witness,mixed_random,mixed_random,n7|k4|m2|r7|b8,7,2,,4,8,7,,0,0,0,6.653977059,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_89,multicontext_witness,shared_exact,shared_exact,n6|k5|m2|r2|b10,6,2,,5,10,2,,0,0,0,2.3850379027,2.3850379027,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_90,multicontext_witness,local_only,local_only,n5|k5|m2|r5|b10,5,2,,5,10,5,,1,0,1,3.9125536019,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_91,multicontext_witness,mixed_random,mixed_random,n5|k5|m2|r5|b10,5,2,,5,10,5,,0,0,0,3.8966727261,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_92,multicontext_witness,local_only,local_only,n5|k4|m2|r5|b8,5,2,,4,8,5,,1,0,1,5.0586868045,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_93,multicontext_witness,shared_exact,shared_exact,n6|k2|m2|r2|b4,6,2,,2,4,2,,0,0,0,2.0561183609,2.0561183609,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_94,multicontext_witness,mixed_random,mixed_random,n6|k2|m2|r4|b4,6,2,,2,4,4,,0,0,0,4.9089684814,3.4824303231,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_95,multicontext_witness,local_only,local_only,n7|k2|m2|r3|b4,7,2,,2,4,3,,1,0,1,4.0563751418,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_96,multicontext_witness,local_only,local_only,n4|k4|m2|r4|b8,4,2,,4,8,4,,1,0,1,3.1825361882,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_97,multicontext_witness,shared_exact,shared_exact,n6|k2|m2|r2|b4,6,2,,2,4,2,,0,0,0,2.5715325978,2.5715325978,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_98,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_99,multicontext_witness,shared_exact,shared_exact,n7|k4|m2|r2|b8,7,2,,4,8,2,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_100,multicontext_witness,drift_prone,drift_prone,n4|k5|m2|r4|b10,4,2,,5,10,4,,0,0,0,0.1302833541,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_101,multicontext_witness,shared_exact,shared_exact,n6|k4|m2|r2|b8,6,2,,4,8,2,,0,0,0,3.6918104347,3.6918104347,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_102,multicontext_witness,redundant_measurement,redundant_measurement,n6|k2|m2|r1|b4,6,2,,2,4,1,,0,0,0,2.0746922244,2.0746922244,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_103,multicontext_witness,drift_prone,drift_prone,n5|k2|m2|r3|b4,5,2,,2,4,3,,0,0,0,3.6846251748,3.1778566729,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_104,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,5.0169659192,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_105,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,4.3455510079,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_106,multicontext_witness,mixed_random,mixed_random,n4|k4|m2|r4|b8,4,2,,4,8,4,,0,0,0,3.0321102335,0.0,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_107,multicontext_witness,shared_exact,shared_exact,n5|k4|m2|r2|b8,5,2,,4,8,2,,0,0,0,1.4853597902,1.4853597902,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_108,multicontext_witness,local_only,local_only,n4|k4|m2|r4|b8,4,2,,4,8,4,,1,0,1,4.9751991869,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_109,multicontext_witness,mixed_random,mixed_random,n5|k2|m2|r4|b4,5,2,,2,4,4,,0,0,0,5.587901528,3.065395251,,,4,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_110,multicontext_witness,local_only,local_only,n7|k2|m2|r3|b4,7,2,,2,4,3,,1,1,0,0.0,0.0,,,0,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_111,multicontext_witness,redundant_measurement,redundant_measurement,n7|k2|m2|r1|b4,7,2,,2,4,1,,0,0,0,4.3076159944,4.3076159944,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_112,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,5.4640607637,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_113,multicontext_witness,local_only,local_only,n5|k3|m2|r4|b6,5,2,,3,6,4,,1,0,1,2.3285646607,0.0,,,2,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_114,multicontext_witness,shared_exact,shared_exact,n5|k4|m2|r2|b8,5,2,,4,8,2,,0,0,0,2.0311241169,2.0311241169,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_115,multicontext_witness,local_only,local_only,n5|k4|m2|r5|b8,5,2,,4,8,5,,1,0,1,4.0536350466,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_116,multicontext_witness,drift_prone,drift_prone,n6|k5|m2|r6|b10,6,2,,5,10,6,,0,0,0,2.7125364169,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_117,multicontext_witness,mixed_random,mixed_random,n7|k5|m2|r7|b10,7,2,,5,10,7,,0,0,0,6.0669187584,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_118,multicontext_witness,local_only,local_only,n7|k5|m2|r6|b10,7,2,,5,10,6,,1,0,1,6.2776029904,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_119,multicontext_witness,shared_exact,shared_exact,n4|k4|m2|r2|b8,4,2,,4,8,2,,0,0,0,3.8987177379,3.8987177379,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_120,multicontext_witness,mixed_random,mixed_random,n4|k3|m2|r4|b6,4,2,,3,6,4,,0,0,0,4.7289586906,0.0,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_121,multicontext_witness,drift_prone,drift_prone,n7|k4|m2|r5|b8,7,2,,4,8,5,,0,0,0,3.3245156829,1.4135580066,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_122,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,0,1,2.1855256071,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_123,multicontext_witness,local_only,local_only,n4|k5|m2|r4|b10,4,2,,5,10,4,,1,0,1,5.0788780721,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_124,multicontext_witness,local_only,local_only,n4|k2|m2|r3|b4,4,2,,2,4,3,,1,0,1,1.4061824633,0.0,,,1,,,,,,,PROVED ON SUPPORTED FAMILY,context-indexed supported family
deep_125,multicontext_witness,mixed_random,mixed_random,n7|k4|m2|r7|b8,7,2,,4,8,7,,0,0,0,4.0714104839,0.0,,,,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_126,multicontext_witness,redundant_measurement,redundant_measurement,n4|k4|m2|r1|b8,4,2,,4,8,1,,0,0,0,3.0705978943,3.0705978943,,,2,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
deep_127,multicontext_witness,shared_exact,shared_exact,n6|k2|m2|r2|b4,6,2,,2,4,2,,0,0,0,3.1836110097,3.1836110097,,,3,,,,,,,VALIDATED / NUMERICAL ONLY,context-indexed supported family
