theta,phi,m_x,m_y,m_z,alpha_1,alpha_2,alpha_1_sq_plus_alpha_2_sq
0.692646540484,0.0543272807788,-0.0603483104015,-0.0861117365764,0.994456057478,0.992789672574,0.11986937069,1
1.30487418707,1.07398439751,-0.490689753328,0.721451598677,-0.488601224666,0.59682755022,0.802369537868,1
2.75036190612,2.27340351676,0.095231639226,0.755493383654,-0.648198026953,0.377897731571,0.925847344044,1
2.76037462414,-0.702779561701,0.813636856825,-0.0286978965869,0.580664701827,0.848924014547,0.528514917032,1
1.24505962504,-0.856796061565,-0.0565994570342,0.993326618389,-0.10049244083,0.249957809729,0.968256729052,1
2.53522677724,1.53986280983,-0.49402344408,-0.843528124546,0.210715779666,0.781215267266,0.624261728917,1
0.612975521757,0.950110104508,0.38943878688,0.191264442187,-0.900974663589,0.970731157303,0.240168732856,1
0.353161020606,1.33029394837,0.102708784816,0.901245475943,-0.420960209063,0.9933282825,0.115320957268,1
0.804090290372,-0.832842262523,-0.755403670699,0.406452147591,-0.513966872486,0.556234431037,0.831025425441,1
1.50791766053,2.0049314066,0.186129199556,0.36751156171,-0.911203145891,0.944002743561,0.329937600386,1
2.01130685393,1.86900240962,0.230623012113,0.340484963644,0.911527846978,0.945909214164,0.324431438919,1
1.90038419199,-1.62443629912,-0.701543482336,-0.586064217398,0.405420122192,0.65831786252,0.752740055987,1
2.40931122739,-1.01837769461,-0.539049121592,-0.791724133301,0.287400315343,0.483537597976,0.875323592361,1
0.526253046731,2.34313971179,0.274824213922,-0.419737112096,-0.865038963383,0.0903020690587,0.995914422189,1
1.98234674127,2.19762181727,0.917394799112,-0.38707941663,-0.0925003123393,0.636203412011,0.771521366228,1
1.05189004168,2.1076778385,0.99793927523,-0.032978355104,0.0550420843413,0.350854450576,0.936430005132,1
2.32117817199,2.09585999751,-0.0504941745084,-0.392878411209,0.918203077944,0.884852108723,0.465872027158,1
2.66189730318,1.04747753299,-0.166936925101,-0.846932792294,0.504813736318,0.870048241322,0.492966588901,1
1.13990171573,1.46904380378,-0.0467044419859,0.768014598008,-0.638727071874,0.990518685173,0.137378070748,1
1.71876052437,-2.20562085024,0.587627145017,0.808661988787,-0.0275703886474,0.999324375466,0.036753130459,1
0.208425999404,-2.66933495387,-0.277605293775,0.948583703986,-0.152066621585,0.151505103265,0.988456475362,1
0.335941519123,-2.05024602378,0.399639658969,-0.421801800021,0.813862018083,0.16001223706,0.98711503078,1
2.20521301206,-1.36604665829,0.985832606008,0.142909756959,-0.0878115840765,0.0350345673807,0.999386101108,1
2.81327579636,2.21432359703,0.207312916358,-0.947866528173,-0.242013221705,0.914972892021,0.403515311812,1
2.61559370477,2.63179416679,-0.275133032067,-0.883585212612,0.378918179452,0.0276294454335,0.999618234,1
2.19419369057,0.43066490316,0.218825030186,0.572844359312,-0.789914518266,0.668359689622,0.743838238657,1
2.89782964606,3.13358715294,-0.0466540127458,0.748152774595,-0.661884301793,0.14381007876,0.98960530579,1
1.92491611419,1.39144998602,-0.629216088852,0.121647731837,0.767651576478,0.748175533828,0.663500844447,1
1.43221155353,-2.40576763767,-0.213542665526,-0.786682773331,-0.579249293606,0.835408520243,0.549629515497,1
1.22699838339,-0.379558364004,-0.596888869911,0.569446630887,-0.56520280568,0.665138544305,0.746719972199,1
0.522488423543,3.07517400381,-0.470694698863,-0.590398192456,0.655649658588,0.0737016433317,0.997280335598,1
1.38914070924,1.16799738097,-0.875387680671,0.312678299842,-0.368685081521,0.355211337922,0.93478602119,1
1.03770403057,-0.0361109274486,-0.0666789295075,0.98717488577,0.14505056106,0.176917876499,0.984225616907,1
0.340783159568,1.12020909833,-0.633612977804,0.735526619818,0.239864932614,0.303593703641,0.952801586433,1
1.15410316883,0.50856955948,0.957885930898,-0.273138242156,0.0886004743791,0.277683695642,0.96067255877,1
2.31652294295,1.97495665702,0.182260800099,0.571711823271,0.799954118609,0.915952362501,0.401287016521,1
1.4345389762,2.03457367296,-0.427552642163,-0.246410297988,0.86975899146,0.86912523363,0.494592082698,1
2.1602133101,-2.04857057476,-0.353843352237,0.885992946091,0.299685471044,0.13429580793,0.990941287853,1
1.60634282712,-0.263697978283,-0.30527454553,-0.32600516912,0.894722348865,0.913728755479,0.406324699483,1
2.03528182916,-2.03539661864,0.0147346288203,0.381919427429,-0.924078157769,0.98731185956,0.158793236545,1
1.23081397303,2.77456833607,-0.125413689698,-0.328929171635,-0.935989853836,0.928770660808,0.370654906378,1
2.45136092222,-0.109569043868,-0.535258801942,-0.209148431409,0.81838557452,0.434292092651,0.900772101178,1
1.68565686983,-1.52816696869,-0.0757063655563,0.858646554433,-0.506946388462,0.997905309538,0.064691523363,1
0.888484233522,-1.86894012652,0.640689260012,0.617645494018,0.456104500992,0.89080953348,0.454376908592,1
2.43478080191,0.847401092731,-0.577761340518,0.597678246178,-0.55585299086,0.351486107408,0.936193097763,1
1.56380573219,1.99078193253,-0.997071901517,0.0176657452397,0.0744012409243,0.0788537972392,0.996886191429,1
0.270107297063,2.99494489696,-0.668607916953,-0.451450313695,-0.590894294822,0.802286965339,0.596938543944,1
2.23414753425,0.84834130532,0.618904879015,0.0710700667828,0.782244077216,0.907433387429,0.420195963068,1
0.351310011025,-0.979957693285,-0.924567260983,0.193022393716,-0.328508349121,0.619459522983,0.785028597814,1
1.39421128494,-1.58204308971,-0.487049490847,-0.867269359221,0.103085653813,0.107947002212,0.994156649987,1
0.546022031653,1.90681939034,-0.799635181614,-0.54761915669,0.246367277761,0.345506877778,0.938416217575,1
1.52814786472,3.08788236754,0.64942970303,0.345776685385,0.677258846134,0.879773547365,0.475393000956,1
0.531148952506,2.70152429194,-0.914711993787,0.348899280859,0.203890314233,0.995014588483,0.0997294776153,1
0.240242373734,0.351374495522,-0.477575359414,0.0499808041091,-0.877167997194,0.705081159856,0.70912661635,1
2.38419972867,-1.94421289295,-0.816213653571,-0.57774110165,-0.00323901054951,0.740426120982,0.672137753267,1
2.08660320446,-2.16614985245,-0.457784211248,0.873646003622,-0.164852286266,0.39493709599,0.918708163788,1
1.56844449507,2.48796697861,0.875014316477,0.450148615129,0.178090342967,0.197380167346,0.980327021732,1
2.56927875763,-2.92290771991,-0.458042255252,-0.582728894242,0.671285578736,0.874315319084,0.485358344747,1
2.02791262616,-1.82879776249,-0.362634441424,-0.712345150532,-0.600883223602,0.754850797876,0.655896541343,1
1.49657116928,-0.3695322911,-0.606003645487,-0.181042117869,0.774585910803,0.901899841955,0.431945222317,1
0.860168478435,1.14857372171,-0.54237459782,-0.776994473888,0.31954558859,0.979127912518,0.203245002221,1
2.43938936753,-1.68194466789,0.916907042247,-0.193983475889,0.34878630558,0.301372078111,0.953506617982,1
1.1993033269,2.11455358737,-0.858114387764,0.508735054184,0.0694862731502,0.47518796505,0.879884309368,1
2.27665155855,1.02790857711,0.0659579541251,0.983905423199,0.166071269298,0.838393966793,0.545064726841,1
1.61132186704,-2.59439630263,-0.876871441542,0.338261348252,0.341578300374,0.439437656865,0.898273090841,1
2.17957127844,-3.07684357155,-0.981232848684,-0.187652724377,0.0443683636944,0.979597279499,0.200970569981,1
1.45143612697,0.427547634508,-0.498991204051,0.798809950094,-0.336021490251,0.323271265079,0.946306340026,1
1.5746238436,-0.532649184463,-0.541604910738,-0.750640261314,-0.378422143589,0.380087470951,0.924950547017,1
0.983870253539,-1.4693895809,-0.812275789798,0.508703539919,0.285357231873,0.597256622689,0.802050202079,1
1.74788419138,0.625567523091,0.487228310835,0.582509852348,0.650608057926,0.971789513814,0.235849826885,1
1.60118982673,1.38124822675,-0.567579689079,-0.534147217948,-0.626530163762,0.816267998124,0.577673398416,1
1.2735001778,-1.02431796208,-0.533056607697,0.365732873702,0.762948306299,0.959360912403,0.282181926697,1
1.50695502133,1.97356412775,0.218266250802,0.395229026161,-0.892274543311,0.93112585702,0.36469800985,1
2.3105577035,2.11593198582,0.113738741212,-0.68519829113,0.719421156611,0.350837848496,0.936436225304,1
1.37704445387,0.622606007149,-0.858673619674,-0.258992603811,-0.442269653093,0.681804539695,0.731534394032,1
1.08558678311,-2.96338329797,0.29336973416,-0.451215668007,-0.842815887383,0.794117686852,0.607764016234,1
1.10625460908,-1.48292442326,0.983807912736,-0.000628930890028,-0.179224985099,0.199193796651,0.979960117237,1
1.33499905134,2.28042769066,-0.102081482864,0.931203008716,0.349914743065,0.288800971665,0.95738915743,1
2.57176701105,1.10918452653,-0.933539571901,-0.326718464858,0.14750902486,0.599318735129,0.800510495698,1
2.01767952304,-2.61519293624,-0.387259094745,0.886123502875,0.254588945536,0.186018154979,0.982546307315,1
0.212237723026,1.91515928917,0.713935324372,0.19206508723,0.673355296171,0.262825665984,0.964843339253,1
1.18653348096,1.53251203317,-0.905241085092,0.077656111917,-0.417741673936,0.406158348938,0.913802711524,1
2.32894955972,-2.25123804191,-0.205266500691,0.763440693742,0.612392007487,0.192370501899,0.981322368032,1
2.79726530424,2.01841964576,0.241874153259,-0.964592732482,0.105155857794,0.975347846231,0.220673013421,1
1.07757660688,-2.36137117481,-0.650895994401,-0.750033130147,-0.117408296788,0.991469722397,0.130337214834,1
1.83944671271,-1.72927499792,0.91551569504,-0.200156502855,0.348953272659,0.350848245737,0.93643232989,1
2.61080732488,-0.895698335406,-0.283491319244,-0.215476244927,-0.934453134077,0.803673839973,0.595070045409,1
0.887245025413,1.56226878823,0.133884068626,0.101193596127,-0.985816875627,0.987369593282,0.158433854531,1
1.51760308017,-2.85379954954,-0.976045945843,-0.12647141508,0.177029073239,0.626206408133,0.779657318579,1
0.451856555363,-1.11865494168,-0.13796986119,0.970447398868,-0.197980209701,0.929056719365,0.369937308475,1
2.84065837575,1.82555456248,-0.30902780258,-0.641433557184,-0.702185736789,0.844542277865,0.535488880275,1
0.926159531378,-0.0182537957355,0.68311299797,-0.625206631834,0.377456354451,0.185374169655,0.982668009668,1
1.21670095765,1.45803031211,-0.362341167186,-0.373907575434,-0.853757578939,0.900340763499,0.435185603601,1
1.82303451417,-1.15720227821,-0.0862376682807,-0.678161707314,-0.729835435768,0.847138170448,0.531372675408,1
2.62351448671,-0.849343421024,0.76201208309,0.331463060642,0.556300121027,0.531606672245,0.846991349439,1
0.342064072082,-2.0765086819,0.173167488476,-0.148876061749,0.973575338211,0.784519008495,0.620104769624,1
0.493189559724,-2.28015890488,-0.120775107787,0.820288609657,-0.559052743671,0.323872304523,0.946100803489,1
2.19896759535,2.22468677763,0.832299829178,0.507281296128,-0.223478591703,0.241989804729,0.970278792104,1
1.93274501296,-0.195508966724,-0.870792358152,0.0672167788356,-0.487034468624,0.990961620941,0.134145688793,1
0.569150071326,-0.317400203014,0.256905196724,0.843074655333,-0.472466766483,0.261345328212,0.96524536747,1
0.832392601171,0.540535126183,-0.222597510322,0.966792152145,0.125551913364,0.119490020583,0.992835401757,1
1.61749396761,3.09477585835,-0.152251359656,0.987783386909,0.0332190311338,0.0432844553991,0.999062788778,1
0.22041523724,-0.674451896568,-0.949245443637,-0.309600134855,0.0555053531927,0.54813053044,0.836392803412,1
1.41582804662,0.31710167929,-0.714411866546,-0.372909552037,-0.592076136099,0.961809895578,0.273718331078,1
1.22048811939,-2.98252722274,0.294560757711,0.409368850215,0.863510917413,0.933798770239,0.357798625907,1
0.787671791982,-0.173945155696,-0.759017360877,0.042681091724,0.649669893328,0.99597877393,0.089589518815,1
1.39473161481,2.1929364136,0.501071902383,-0.550743756109,0.667538960473,0.994047652717,0.108946152419,1
0.808520548134,-2.05547982253,-0.709779979881,0.0384131920861,-0.703375295865,0.741401274823,0.671061956671,1
2.19463161338,2.11221396464,0.937000955,-0.315554317742,-0.149848866809,0.659400457645,0.75179188374,1
1.53693707885,-1.84839326458,0.599444643872,-0.598711273319,-0.531235286981,0.592619842999,0.805482291353,1
2.24205572711,2.60639167736,0.48618802603,-0.0259782274586,-0.873467993142,0.973064288352,0.230533925345,1
2.74274054759,1.88148891129,0.049655405433,-0.972444049033,-0.227786988681,0.967440882374,0.253097094236,1
0.403504958256,1.29839350574,0.239242241721,0.789694635969,0.564929669692,0.999441162702,0.0334269696086,1
0.680284368513,-2.31644851726,0.339409622598,0.602152046585,-0.722643771772,0.394562324494,0.918869181162,1
2.27328641925,1.18711869205,0.27784820951,0.545032870452,0.79103700457,0.998558194993,0.0536798957885,1
1.09508085529,1.62583162791,-0.501470581943,-0.863234955991,0.0579022124053,0.620344739316,0.784329270398,1
0.930382422233,-1.92774663536,-0.70454844064,-0.547614167972,-0.451364838936,0.86699224253,0.498321634482,1
1.30202759709,2.57190865407,-0.906822422829,0.344864221615,-0.242366998796,0.92557390131,0.37856697322,1
1.94798975945,-2.15224574526,-0.272895513414,-0.912165584113,-0.305748239436,0.186113974964,0.982528161593,1
1.61260328372,0.928410870581,0.946749848697,-0.206681374476,0.246875542402,0.286243675479,0.958156854721,1
2.40897318256,-0.919728895821,-0.308680418738,0.948466663672,-0.0716057748402,0.915215848312,0.402963957444,1
1.73920263559,2.37041686181,0.727147862575,-0.0505766985223,-0.684615208362,0.852757495538,0.522307049353,1
0.427164533771,0.800506086437,0.692838209346,0.674266449711,0.255616843076,0.999358024173,0.0358265197981,1
0.851063653882,-0.775564770323,-0.946852476033,0.321554818625,-0.00853740294759,0.804850177549,0.593478046518,1
1.92213174547,-1.72960290606,-0.868267306731,0.218808435385,0.445235614777,0.401431856771,0.915888893026,1
2.21411489811,-0.443398299038,0.852390970322,0.450762526703,0.265033541715,0.585314489094,0.810806357188,1
0.384080355963,0.183900641281,-0.316556442503,0.824782777798,0.468535364896,0.349691307652,0.936864979254,1
0.384306942558,0.549446202437,-0.640903755074,-0.277729200262,0.715617822622,0.994263143186,0.106961685207,1
0.467182493362,2.90716208989,0.612582562632,0.694925594243,0.376591320167,0.563051390789,0.826421884591,1
1.50996155069,-1.43620950767,0.359865582754,0.873589325891,-0.327625475258,0.505124322844,0.863046591136,1
1.52810222465,-2.38923314292,0.421804188775,0.569688088242,-0.705362820431,0.982576545568,0.185858365697,1
2.28625401981,1.29123159628,0.331858376685,0.941580501289,-0.057412345498,0.995336490297,0.0964638330306,1
2.45885340445,3.07982966327,0.131996413767,0.0921072014433,0.986961605228,0.982304302741,0.187291902697,1
1.21687972101,-2.63515599062,0.665270848238,0.600076620428,0.444210252135,0.962726037823,0.270478420761,1
1.35323044095,1.96971996258,0.680886654271,-0.709916078386,-0.180034790203,0.0638571795373,0.997959047567,1
2.65767825993,0.948863720212,0.00758585004222,-0.46385740998,0.8858773945,0.285521845426,0.95837220107,1
2.1306315607,-1.69231993645,-0.883981531269,-0.210615773972,-0.417393876487,0.21302562542,0.977046612457,1
2.65601402364,-1.9930118847,0.856345097009,-0.50261517464,0.118537171597,0.150677075566,0.988583035915,1
2.12742469014,0.875734213314,-0.595197711763,0.382710176689,0.706592247743,0.619259112577,0.785186698493,1
2.64434713863,-1.39138459647,-0.209023961056,0.168777485825,0.963235767599,0.847869423936,0.530205092351,1
0.48671775248,-2.50720271164,0.496385020393,-0.315323693793,-0.80880954474,0.327662417753,0.94479486662,1
1.51409450076,0.586899654153,-0.160772621894,-0.849387734412,0.50268542915,0.655161309436,0.755489019522,1
2.5631212224,2.85727465615,-0.821845149121,0.275749659028,0.498530517033,0.999414897859,0.0342032445468,1
0.796694910759,3.12940068629,0.597560436629,0.449618742431,0.663900979838,0.889337696845,0.45725098247,1
0.388612744943,-0.669526931396,0.18584744639,0.519960562312,-0.833727617577,0.279278706034,0.960210083448,1
2.6176293552,0.826382807637,0.469825748369,-0.805826638767,-0.360426406389,0.424404108573,0.905472888952,1
1.93508184532,-1.93569567854,0.723894998421,-0.559389778103,-0.403805779323,0.307624643703,0.951507792184,1
0.278423085344,2.52467333345,0.814164664105,0.541185181948,0.210367532102,0.397527675834,0.917590184639,1
2.48219906366,0.841681229196,0.466161846295,0.270586088888,0.84230416214,0.98388310309,0.178812861547,1
1.3984638651,-2.1141171956,-0.792464258999,-0.450194483831,0.4114915855,0.516891141024,0.856051136516,1
1.10719423715,2.42189214556,-0.78961425316,0.35844036065,-0.498025942159,0.955890858403,0.293722091136,1
1.07898756776,-0.873733059052,0.28146272074,0.0868930681258,0.955629808841,0.945487175356,0.325659333103,1
0.443545189644,0.545971402053,0.662119072257,-0.229020301686,0.71354609912,0.177799756491,0.984066688082,1
1.36914636954,2.09415440763,-0.17616262373,0.655164711396,0.734660418794,0.958577055757,0.284833334032,1
0.871037305249,0.589589198295,-0.0799787255755,-0.898136907288,0.432381196657,0.703640709833,0.710555945345,1
2.23981295214,-2.7753758069,-0.155488759115,0.349498426483,-0.923944855321,0.881281751197,0.472591234586,1
0.547126220938,-1.23010590311,-0.229650601549,0.910393975128,-0.344156085606,0.990111282937,0.140284166608,1
0.393798807414,1.01756366191,0.0190454342224,-0.953051326249,-0.30220926685,0.769862212562,0.638210132848,1
2.51900136408,1.63831007357,0.252579558329,0.739073277601,0.624479188645,0.952984449673,0.303019205136,1
1.89312531351,-1.39663692472,-0.820540507119,-0.561676509794,-0.105984784388,0.032747542572,0.999463655395,1
1.86092986211,-2.17679007128,0.912248232593,0.40672207805,-0.0487884551737,0.489715674719,0.871882192692,1
0.700049247977,-1.20478955467,-0.66652382117,-0.393976034459,0.632873510336,0.375012363643,0.927019809451,1
1.7225615537,2.31163602195,0.421253621156,0.167547282347,-0.891332314483,0.905640756746,0.424045775502,1
1.58218828323,0.270390034987,0.193494102785,0.130756857108,0.972349050756,0.99710610793,0.0760224277972,1
1.18923451558,1.07787310109,0.431354286443,-0.0651453872397,0.899827515743,0.88489398812,0.465792475023,1
1.94659067018,-3.07144961543,-0.138703642837,0.957619845526,0.252439162808,0.261062418987,0.965321922155,1
0.314495388542,2.20193596003,0.868584433798,0.303193186334,-0.391962974175,0.149804111769,0.988715696293,1
1.17776178591,2.91775951357,0.61928044865,-0.0233433287352,-0.784822792051,0.97385775806,0.227158682569,1
1.53726449811,1.06245143913,0.261980633949,0.885021179304,0.384842382826,0.868894949773,0.494996531563,1
0.634459255945,1.81666648627,-0.879691605345,-0.247398432712,0.406123989661,0.27525855022,0.961370235929,1
2.70228384684,-2.06533117535,0.604718501977,0.348201138076,0.716290095429,0.535146721062,0.844759129537,1
2.32798959529,2.03523880625,0.839040234461,-0.0954524092758,0.535630770698,0.101966467155,0.994787836464,1
1.47473598781,-1.99792698998,0.958912445392,-0.0465397580897,0.279858844759,0.330719573282,0.94372907333,1
2.4683368595,-2.28092583254,-0.620278806485,-0.088362365291,-0.77938841063,0.273699194445,0.961815341404,1
0.527146870963,-0.980379764258,0.610034753471,-0.792368236813,0.0031901172122,0.997104676999,0.0760411934849,1
2.5926048628,-1.50005665429,-0.165561012859,0.556012440917,0.814518088545,0.418973115723,0.907998638931,1
1.63879775981,0.720094495925,0.944606011528,-0.266579657869,-0.191454352249,0.184672439327,0.982800127265,1
1.30812598425,1.19521995795,0.823319673456,-0.227396300637,-0.520034265945,0.526283219766,0.850309339354,1
0.998534997646,-1.49391551247,0.450235600327,0.872471861201,0.189949350118,0.76459370399,0.644512581583,1
1.31938426472,2.53797551021,0.620036007124,0.772819474876,-0.135297483802,0.113790461186,0.993504771475,1
0.665332885138,-2.43839203556,-0.264581515115,-0.963997573237,0.0265574970909,0.7463935449,0.66550482803,1
1.12742960646,-2.42553029788,-0.520849860409,0.828284277247,-0.206544375323,0.125096270073,0.992144608015,1
1.66250927833,-0.766535426684,-0.396840226337,0.759206094013,0.515872020538,0.850559602813,0.525878657166,1
0.686334099193,0.121475826934,0.624779301673,-0.116132017735,0.772116687203,0.106360733148,0.994327609213,1
0.560806361263,2.51236989897,-0.0616674838128,0.842009553957,-0.535926331211,0.757117377059,0.653278866454,1
0.719318046142,-0.335290701833,0.605076160929,-0.132332851512,-0.785092896342,0.997150265561,0.0754410226089,1
2.53458982323,1.58960294236,-0.81770965399,-0.549886295285,0.170223335735,0.381652451568,0.924305905105,1
0.48462134438,0.6132483752,-0.437010537004,-0.148873157429,-0.887050490978,0.161313512795,0.986903212372,1
1.96339505313,-0.134166080651,-0.522499675135,-0.196625838142,0.829657983303,0.909297787852,0.416146047689,1
1.47840285466,1.99217499863,0.233211492233,-0.969351795608,-0.0772625151205,0.0731891722715,0.997318076173,1
0.217333832631,3.08953334369,0.343363017593,0.852337690146,0.39448992396,0.397604759231,0.917556785947,1
1.35713808699,2.49524435281,0.531661436482,-0.839936384209,0.108825490766,0.654941793249,0.755679328456,1
0.808846028478,2.89141049488,0.0154290735359,0.31156343727,0.950100083279,0.903513220243,0.42856021846,1
1.05517970608,1.53518892753,-0.876854915553,0.195816727179,0.439068635214,0.322454294435,0.946585034743,1
0.292477664753,0.160525319259,-0.117011067796,0.955401331365,0.271139643062,0.0442007275569,0.999022670255,1
2.47370138665,2.3848153345,0.168879013545,0.866070450499,0.470533583877,0.663856612545,0.747859878574,1
1.77361920908,-2.51136755677,-0.491863921037,-0.475646747817,-0.729266792384,0.986914407607,0.161245006302,1
2.12407814014,-1.38834202957,-0.90809945444,-0.296726749073,-0.295480316146,0.191398931579,0.981512327478,1
1.9053297612,0.484486120712,-0.982730866198,-0.122589765811,0.138606615786,0.444614761814,0.89572189522,1
2.13764504955,1.34957022648,0.114968762871,0.54341291674,-0.831555521588,0.999846261225,0.0175343638263,1
1.0649125514,-2.19948034598,0.414337665369,-0.505445483624,0.756867995189,0.677228022804,0.735773202236,1
1.99353920385,2.7661384118,-0.438198606996,0.0129117481474,-0.89878544024,0.97486015595,0.222817585348,1
2.1359295864,-2.37971960714,0.991269231381,0.0473883310801,0.123043313491,0.416424721614,0.909170199263,1
2.54123642306,2.84669989378,-0.831947520763,0.5523872048,0.0522656547893,0.943802323456,0.330510475234,1
1.53450750548,2.39790951637,0.74836132631,-0.10601519882,0.65476415823,0.84487431366,0.534964853161,1
2.78606298406,-2.85890650266,0.64812737329,-0.401497579932,-0.647093966362,0.779051326226,0.626960151131,1
0.97602731147,-1.98387155919,-0.0488935973797,-0.672630000319,0.738361902326,0.74999557261,0.661442847921,1
0.70596902901,-2.89036269386,-0.634027789775,0.510777190162,0.580616417098,0.00916119921106,0.999958035334,1
2.85583268482,-0.107835588726,0.594764872182,0.172530755022,-0.78516742507,0.81241782651,0.583075702777,1
1.42121154372,1.92206271002,0.14930466839,0.943396034026,-0.296162183576,0.667980126529,0.744179111882,1
0.338220654998,-0.927854670023,-0.0287534962238,0.190782987448,0.981211031407,0.982773141327,0.184815996835,1
0.474997326915,-2.78473270101,0.680534368159,-0.233329686564,-0.69457197692,0.361475575613,0.932381578666,1
1.06769938403,0.137468928906,-0.825961280976,-0.538236364022,0.167599459346,0.808448056414,0.588567532302,1
0.507952214643,-2.5637617667,0.661799888111,-0.125437362619,-0.739111883381,0.13799577121,0.990432818079,1
2.44138793896,2.20142404064,-0.112351278715,0.964543898112,0.238814276764,0.858513241414,0.512791394542,1
0.286080683685,3.0966588162,-0.487123605878,0.312735065879,-0.815418525155,0.925590291083,0.378526898719,1
0.631293875497,-2.92016347799,0.267417002378,-0.917038081753,0.295853516885,0.227398171633,0.97380186462,1
0.855439590206,-0.835755614495,0.0071876423814,-0.968164800165,0.250210426477,0.405123191487,0.914262106685,1
2.39230371353,-1.19616951457,0.129808881319,-0.983636254851,-0.124937474257,0.932992623084,0.359895492153,1
1.21365961635,2.62640544727,0.087544021974,0.464561818475,-0.881202792229,0.891199621553,0.453611325414,1
1.6239181287,-1.55916084601,0.0165915325769,-0.307832718669,-0.951295820638,0.999902937018,0.0139325713171,1
2.88421415425,0.0564182576285,-0.0239168539933,0.904085003408,0.426682892448,0.147505376836,0.989061253818,1
1.50672045891,2.82358794653,0.533350765358,0.641025032598,-0.551927412505,0.565033513746,0.825067953774,1
2.74903473119,-2.32579644307,0.261332983408,0.374754634247,0.889530233266,0.758259856236,0.651952444907,1
0.866059605544,-1.90655256354,-0.817511230119,-0.127991893367,-0.56150998554,0.682044164876,0.731310985258,1
1.19656395163,-1.76184078955,-0.93962995222,0.239200890242,0.244700811193,0.248561918076,0.968616008996,1
2.35356992338,0.522855543064,-0.0853680049791,0.748738265945,0.657345657045,0.699953050848,0.714188859202,1
1.15676921125,2.96324920778,0.0133008769809,0.33020705163,0.943814806901,0.932592480844,0.360931107931,1
0.311579253647,-2.3144812543,-0.359194972131,0.384849252241,0.85021763393,0.49468336395,0.869073281968,1
1.15156039941,0.88479735584,-0.769775709072,0.43628435706,-0.465941324103,0.385685946209,0.92263012681,1
2.76132766791,2.7361888111,-0.747011660406,0.363346632688,0.556734051169,0.999192939526,0.0401680171357,1
1.48529053603,1.59577636636,0.118132559198,-0.947596771832,-0.296824959312,0.915301402916,0.402769588997,1
1.78106143693,0.940312224082,0.520006074354,-0.188469529748,0.833110388239,0.847196028049,0.531280425066,1
2.09052772048,-2.34375142428,0.315632414915,0.210956422317,0.925134350534,0.992013109908,0.126134807927,1
1.4920638584,1.16078116917,0.359160706321,-0.928244718557,0.0967746325536,0.212595954999,0.977140194608,1
0.415498228345,-1.89605090051,0.0524705018412,-0.988369541994,0.142732248968,0.90630331603,0.422627849713,1
1.96667568634,2.98584506261,0.431708714531,-0.0225459517379,0.901731260331,0.997757135927,0.0669380139211,1
0.496547424803,-2.66711125057,0.887550621743,0.110246711961,0.447324889029,0.951567134635,0.307441032203,1
0.617907745237,2.71499659934,0.23011739623,-0.973156079286,0.00363721076485,0.535267628412,0.844682523777,1
