witness_id,witness_type,class_name,role,theorem_target,status,n,p,q,k,total_budget,stack_rank,amount_signature,local_exact_all,invariant_exact,agreement_exact,cid,free_threshold,library_defect,library_rank_gain,restricted_found,restricted_rows,notes
pw_14,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,2,3,12,8,n8|p4|q2|k3|b12,1,1,1,4.457293113313413e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_15,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,3,4,20,7,n7|p5|q3|k4|b20,1,1,1,5.093347023938064e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_16,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,3,4,20,9,n9|p5|q3|k4|b20,1,1,1,1.1079135791678663e-13,0,0,6,1,0,agreement-lift compatibility satisfied
pw_17,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,2,2,8,6,n8|p4|q2|k2|b8,1,1,1,7.223790478714754e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_18,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,2,3,15,9,n9|p5|q2|k3|b15,1,1,1,5.00286993933643e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_19,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,4,3,2,8,5,n6|p4|q3|k2|b8,1,1,1,3.517918203813213e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_20,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,2,2,10,8,n9|p5|q2|k2|b10,1,1,1,8.2696695446621e-15,0,0,7,1,0,agreement-lift compatibility satisfied
pw_21,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,3,2,8,5,n8|p4|q3|k2|b8,1,1,1,1.9872682020207263e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_22,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,3,15,8,n8|p5|q2|k3|b15,1,1,1,2.963239275942983e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_23,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,4,20,8,n8|p5|q2|k4|b20,1,1,1,8.321497437117215e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_24,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,2,10,7,n8|p5|q3|k2|b10,1,1,1,2.5259610245106166e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_25,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,3,2,10,7,n7|p5|q3|k2|b10,1,1,1,6.216581746075616e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_26,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,2,10,7,n8|p5|q3|k2|b10,1,1,1,4.9037778331207405e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_27,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,2,4,20,6,n6|p5|q2|k4|b20,1,1,1,3.0577726990625126e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_28,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,2,4,20,6,n6|p5|q2|k4|b20,1,1,1,2.056881047195836e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_29,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,2,3,12,8,n9|p4|q2|k3|b12,1,1,1,1.277726701150569e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_30,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,2,10,8,n8|p5|q2|k2|b10,1,1,1,3.6140021718183746e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_31,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,3,4,20,6,n6|p5|q3|k4|b20,1,1,1,2.3998286701719248e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_32,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,3,3,12,6,n9|p4|q3|k3|b12,1,1,1,1.7781600365937166e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_33,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,3,2,10,6,n6|p5|q3|k2|b10,1,1,1,4.774526993182067e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_34,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,3,15,8,n8|p5|q3|k3|b15,1,1,1,3.4869469694460055e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_35,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,4,2,2,8,6,n6|p4|q2|k2|b8,1,1,1,8.95090418262362e-15,0,0,4,1,0,agreement-lift compatibility satisfied
pw_36,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,3,15,8,n8|p5|q3|k3|b15,1,1,1,5.989630066725444e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_37,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,3,4,16,7,n9|p4|q3|k4|b16,1,1,1,4.20034214621475e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_38,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,3,15,8,n8|p5|q2|k3|b15,1,1,1,3.802036019924673e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_39,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,2,2,8,6,n8|p4|q2|k2|b8,1,1,1,8.982692299641997e-15,0,0,6,1,0,agreement-lift compatibility satisfied
pw_40,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,3,4,20,6,n6|p5|q3|k4|b20,1,1,1,2.56012043817885e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_41,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,2,2,8,6,n8|p4|q2|k2|b8,1,1,1,2.076443566557635e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_42,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,4,20,8,n8|p5|q3|k4|b20,1,1,1,3.77423578967033e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_43,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,3,3,15,7,n7|p5|q3|k3|b15,1,1,1,8.266804316405923e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_44,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,2,2,8,6,n9|p4|q2|k2|b8,1,1,1,1.4691300685124236e-13,0,0,7,1,0,agreement-lift compatibility satisfied
pw_45,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,4,3,4,16,6,n6|p4|q3|k4|b16,1,1,1,2.901656604258507e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_46,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,3,3,12,6,n9|p4|q3|k3|b12,1,1,1,6.7147110911719e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_47,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,4,2,4,16,7,n7|p4|q2|k4|b16,1,1,1,8.238602937473524e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_48,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,3,4,20,9,n9|p5|q3|k4|b20,1,1,1,9.105029624867735e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_49,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,2,2,10,6,n6|p5|q2|k2|b10,1,1,1,2.6077718537231904e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_50,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,4,2,2,8,6,n7|p4|q2|k2|b8,1,1,1,1.606719425517648e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_51,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,3,4,20,7,n7|p5|q3|k4|b20,1,1,1,3.3136274339715464e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_52,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,2,2,8,6,n9|p4|q2|k2|b8,1,1,1,3.552783067061927e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_53,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,4,20,8,n8|p5|q2|k4|b20,1,1,1,2.24082594658705e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_54,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,3,2,10,7,n7|p5|q3|k2|b10,1,1,1,6.008553267260378e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_55,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,3,15,8,n8|p5|q2|k3|b15,1,1,1,1.216455917811127e-13,0,0,6,1,0,agreement-lift compatibility satisfied
pw_56,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,3,2,10,6,n6|p5|q3|k2|b10,1,1,1,4.280237342384522e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_57,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,4,2,2,8,6,n7|p4|q2|k2|b8,1,1,1,3.482350393844652e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_58,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,2,4,20,9,n9|p5|q2|k4|b20,1,1,1,5.499776826226933e-13,0,0,7,1,0,agreement-lift compatibility satisfied
pw_59,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,4,3,3,12,6,n8|p4|q3|k3|b12,1,1,1,1.0168309580904819e-13,0,0,5,1,0,agreement-lift compatibility satisfied
pw_60,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,2,2,10,8,n9|p5|q2|k2|b10,1,1,1,2.094286758794286e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_61,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,2,2,10,6,n6|p5|q2|k2|b10,1,1,1,2.7124638872177958e-14,0,0,4,1,0,agreement-lift compatibility satisfied
pw_62,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,2,4,20,9,n9|p5|q2|k4|b20,1,1,1,1.974766440011826e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_63,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,5,3,4,20,9,n9|p5|q3|k4|b20,1,1,1,1.5630088896204313e-13,0,0,6,1,0,agreement-lift compatibility satisfied
pw_64,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,7,5,2,3,15,7,n7|p5|q2|k3|b15,1,1,1,8.049201151907403e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_65,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,3,2,8,5,n9|p4|q3|k2|b8,1,1,1,3.017050219939236e-14,0,0,5,1,0,agreement-lift compatibility satisfied
pw_66,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,9,4,2,2,8,6,n9|p4|q2|k2|b8,1,1,1,3.1269683273443054e-14,0,0,7,1,0,agreement-lift compatibility satisfied
pw_67,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,3,2,10,7,n8|p5|q3|k2|b10,1,1,1,1.5324330580950585e-13,0,0,5,1,0,agreement-lift compatibility satisfied
pw_68,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,6,5,3,3,15,6,n6|p5|q3|k3|b15,1,1,1,9.085877794563179e-14,0,0,3,1,0,agreement-lift compatibility satisfied
pw_69,A,Compatibility-Organized Recoverable Systems,positive,characterization_and_strong_sufficiency,PROVED ON SUPPORTED FAMILY,8,5,2,2,10,8,n8|p5|q2|k2|b10,1,1,1,1.734365947319328e-14,0,0,6,1,0,agreement-lift compatibility satisfied
pw_70,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,2,n9|p2|q1|k2|b4,1,1,1,2.2644195468014703e-15,0,0,3,1,0,same amount signature exact branch
pw_71,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,4.66172793254531,1,0,6,1,2,same amount signature fail branch
pw_72,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,4.66172793254531,1,0,6,1,2,local exact/global fail repaired by free shared augmentation
pw_73,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,4.66172793254531,1,0,6,1,2,descriptor-only fails; compatibility lift gives defect certificate
pw_74,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,7,2,1,3,6,2,n7|p2|q1|k3|b6,1,1,1,2.7194799110210367e-15,0,0,3,1,0,same amount signature exact branch
pw_75,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,7,2,1,3,6,4,n7|p2|q1|k3|b6,1,0,0,3.5222287563185946,1,0,7,1,1,same amount signature fail branch
pw_76,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,7,2,1,3,6,4,n7|p2|q1|k3|b6,1,0,0,3.5222287563185946,1,0,7,1,1,local exact/global fail repaired by free shared augmentation
pw_77,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,7,2,1,3,6,4,n7|p2|q1|k3|b6,1,0,0,3.5222287563185946,1,0,7,1,1,descriptor-only fails; compatibility lift gives defect certificate
pw_78,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,8,2,1,3,6,2,n8|p2|q1|k3|b6,1,1,1,3.820199830714189e-15,0,0,3,1,0,same amount signature exact branch
pw_79,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,8,2,1,3,6,4,n8|p2|q1|k3|b6,1,0,0,6.705305078351785,1,0,7,1,1,same amount signature fail branch
pw_80,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,8,2,1,3,6,4,n8|p2|q1|k3|b6,1,0,0,6.705305078351785,1,0,7,1,1,local exact/global fail repaired by free shared augmentation
pw_81,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,8,2,1,3,6,4,n8|p2|q1|k3|b6,1,0,0,6.705305078351785,1,0,7,1,1,descriptor-only fails; compatibility lift gives defect certificate
pw_82,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,2,n9|p2|q1|k2|b4,1,1,1,1.1199503735886732e-14,0,0,3,1,0,same amount signature exact branch
pw_83,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,2.311588884862773,1,0,6,1,2,same amount signature fail branch
pw_84,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,2.311588884862773,1,0,6,1,2,local exact/global fail repaired by free shared augmentation
pw_85,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,2.311588884862773,1,0,6,1,2,descriptor-only fails; compatibility lift gives defect certificate
pw_86,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,6,2,1,4,8,2,n6|p2|q1|k4|b8,1,1,1,6.377745716588144e-15,0,0,3,1,0,same amount signature exact branch
pw_87,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,6,2,1,4,8,5,n6|p2|q1|k4|b8,1,0,0,6.5280073238480565,1,0,6,1,2,same amount signature fail branch
pw_88,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,6,2,1,4,8,5,n6|p2|q1|k4|b8,1,0,0,6.5280073238480565,1,0,6,1,2,local exact/global fail repaired by free shared augmentation
pw_89,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,6,2,1,4,8,5,n6|p2|q1|k4|b8,1,0,0,6.5280073238480565,1,0,6,1,2,descriptor-only fails; compatibility lift gives defect certificate
pw_90,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,2,n9|p2|q1|k2|b4,1,1,1,9.42055475210265e-16,0,0,3,1,0,same amount signature exact branch
pw_91,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,3.7907342954432557,1,0,6,1,1,same amount signature fail branch
pw_92,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,3.7907342954432557,1,0,6,1,1,local exact/global fail repaired by free shared augmentation
pw_93,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,9,2,1,2,4,3,n9|p2|q1|k2|b4,1,0,0,3.7907342954432557,1,0,6,1,1,descriptor-only fails; compatibility lift gives defect certificate
pw_94,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,8,2,1,2,4,2,n8|p2|q1|k2|b4,1,1,1,8.308148362110449e-16,0,0,3,1,0,same amount signature exact branch
pw_95,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,8,2,1,2,4,3,n8|p2|q1|k2|b4,1,0,0,5.529629335936877,1,0,6,1,2,same amount signature fail branch
pw_96,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,8,2,1,2,4,3,n8|p2|q1|k2|b4,1,0,0,5.529629335936877,1,0,6,1,2,local exact/global fail repaired by free shared augmentation
pw_97,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,8,2,1,2,4,3,n8|p2|q1|k2|b4,1,0,0,5.529629335936877,1,0,6,1,2,descriptor-only fails; compatibility lift gives defect certificate
pw_98,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,6,2,1,2,4,2,n6|p2|q1|k2|b4,1,1,1,2.3603665272841412e-15,0,0,3,1,0,same amount signature exact branch
pw_99,B,Context-Consistent Recoverability Systems,descriptor_pair_fail,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,6,2,1,2,4,3,n6|p2|q1|k2|b4,1,0,0,4.38696681539024,1,0,6,1,1,same amount signature fail branch
pw_100,C,Augmentation-Completable Recoverability Systems,positive_repair,positive_augmentation_theorem,PROVED ON SUPPORTED FAMILY,6,2,1,2,4,3,n6|p2|q1|k2|b4,1,0,0,4.38696681539024,1,0,6,1,1,local exact/global fail repaired by free shared augmentation
pw_101,D,Descriptor-Lift Recoverability Systems,lift_resolves_descriptor_failure,descriptor_lift_theorem_candidate,PROVED ON SUPPORTED FAMILY,6,2,1,2,4,3,n6|p2|q1|k2|b4,1,0,0,4.38696681539024,1,0,6,1,1,descriptor-only fails; compatibility lift gives defect certificate
pw_102,B,Context-Consistent Recoverability Systems,descriptor_pair_exact,descriptor_only_failure_boundary,PROVED ON SUPPORTED FAMILY,7,2,1,4,8,2,n7|p2|q1|k4|b8,1,1,1,2.7012892057857038e-15,0,0,3,1,0,same amount signature exact branch
